type,name,text,signature,roles,writes,core
procedure,apoc.redis.zrangebyscore,"apoc.redis.zrangebyscore(uri, key, min, max, {config}) | Execute the 'ZRANGEBYSCORE key min max' command","apoc.redis.zrangebyscore(uri :: STRING?, key :: ANY?, min :: INTEGER?, max :: INTEGER?, config = {} :: MAP?) :: (value :: LIST? OF ANY?)",null,null,false
procedure,apoc.redis.zrem,"apoc.redis.zrem(uri, key, members, {config}) | Execute the 'ZREM key members' command","apoc.redis.zrem(uri :: STRING?, key :: ANY?, members :: LIST? OF ANY?, config = {} :: MAP?) :: (value :: INTEGER?)",null,null,false
procedure,apoc.refactor.categorize,"apoc.refactor.categorize(sourceKey, type, outgoing, label, targetKey, copiedKeys, batchSize) turn each unique propertyKey into a category node and connect to it","apoc.refactor.categorize(sourceKey :: STRING?, type :: STRING?, outgoing :: BOOLEAN?, label :: STRING?, targetKey :: STRING?, copiedKeys :: LIST? OF STRING?, batchSize :: INTEGER?) :: VOID",null,null,true
procedure,apoc.refactor.cloneNodes,"apoc.refactor.cloneNodes([node1,node2,...]) clone nodes with their labels and properties","apoc.refactor.cloneNodes(nodes :: LIST? OF NODE?, withRelationships = false :: BOOLEAN?, skipProperties = [] :: LIST? OF STRING?) :: (input :: INTEGER?, output :: NODE?, error :: STRING?)",null,null,true
procedure,apoc.refactor.cloneNodesWithRelationships,"apoc.refactor.cloneNodesWithRelationships([node1,node2,...]) clone nodes with their labels, properties and relationships","apoc.refactor.cloneNodesWithRelationships(nodes :: LIST? OF NODE?) :: (input :: INTEGER?, output :: NODE?, error :: STRING?)",null,null,true
procedure,apoc.refactor.cloneSubgraph,"apoc.refactor.cloneSubgraph([node1,node2,...], [rel1,rel2,...]:[], {standinNodes:[], skipProperties:[]}) YIELD input, output, error | clone nodes with their labels and properties (optionally skipping any properties in the skipProperties list via the config map), and clone the given relationships (will exist between cloned nodes only). If no relationships are provided, all relationships between the given nodes will be cloned. Relationships can be optionally redirected according to standinNodes node pairings (this is a list of list-pairs of nodes), so given a node in the original subgraph (first of the pair), an existing node (second of the pair) can act as a standin for it within the cloned subgraph. Cloned relationships will be redirected to the standin.","apoc.refactor.cloneSubgraph(nodes :: LIST? OF NODE?, rels = [] :: LIST? OF RELATIONSHIP?, config = {} :: MAP?) :: (input :: INTEGER?, output :: NODE?, error :: STRING?)",null,null,true
procedure,apoc.refactor.cloneSubgraphFromPaths,"apoc.refactor.cloneSubgraphFromPaths([path1, path2, ...], {standinNodes:[], skipProperties:[]}) YIELD input, output, error | from the subgraph formed from the given paths, clone nodes with their labels and properties (optionally skipping any properties in the skipProperties list via the config map), and clone the relationships (will exist between cloned nodes only). Relationships can be optionally redirected according to standinNodes node pairings (this is a list of list-pairs of nodes), so given a node in the original subgraph (first of the pair), an existing node (second of the pair) can act as a standin for it within the cloned subgraph. Cloned relationships will be redirected to the standin.","apoc.refactor.cloneSubgraphFromPaths(paths :: LIST? OF PATH?, config = {} :: MAP?) :: (input :: INTEGER?, output :: NODE?, error :: STRING?)",null,null,true
procedure,apoc.refactor.collapseNode,"apoc.refactor.collapseNode([node1,node2],'TYPE') collapse node to relationship, node with one rel becomes self-relationship","apoc.refactor.collapseNode(nodes :: ANY?, type :: STRING?) :: (input :: INTEGER?, output :: RELATIONSHIP?, error :: STRING?)",null,null,true
procedure,apoc.refactor.deleteAndReconnect,"apoc.refactor.deleteAndReconnect([pathLinkedList], [nodesToRemove], {config}) - Removes some nodes from a linked list","apoc.refactor.deleteAndReconnect(path :: PATH?, nodes :: LIST? OF NODE?, config = {} :: MAP?) :: (nodes :: LIST? OF NODE?, relationships :: LIST? OF RELATIONSHIP?)",null,null,true
procedure,apoc.refactor.extractNode,"apoc.refactor.extractNode([rel1,rel2,...], [labels],'OUT','IN') extract node from relationships","apoc.refactor.extractNode(relationships :: ANY?, labels :: LIST? OF STRING?, outType :: STRING?, inType :: STRING?) :: (input :: INTEGER?, output :: NODE?, error :: STRING?)",null,null,true
procedure,apoc.refactor.from,"apoc.refactor.from(rel, startNode) redirect relationship to use new start-node","apoc.refactor.from(relationship :: RELATIONSHIP?, newNode :: NODE?) :: (input :: INTEGER?, output :: RELATIONSHIP?, error :: STRING?)",null,null,true
procedure,apoc.refactor.invert,apoc.refactor.invert(rel) inverts relationship direction,"apoc.refactor.invert(relationship :: RELATIONSHIP?) :: (input :: INTEGER?, output :: RELATIONSHIP?, error :: STRING?)",null,null,true
procedure,apoc.refactor.mergeNodes,"apoc.refactor.mergeNodes([node1,node2],[{properties:'overwrite' or 'discard' or 'combine'}]) merge nodes onto first in list","apoc.refactor.mergeNodes(nodes :: LIST? OF NODE?, config = {} :: MAP?) :: (node :: NODE?)",null,null,true
procedure,apoc.refactor.mergeRelationships,"apoc.refactor.mergeRelationships([rel1,rel2]) merge relationships onto first in list","apoc.refactor.mergeRelationships(rels :: LIST? OF RELATIONSHIP?, config = {} :: MAP?) :: (rel :: RELATIONSHIP?)",null,null,true
procedure,apoc.refactor.normalizeAsBoolean,"apoc.refactor.normalizeAsBoolean(entity, propertyKey, true_values, false_values) normalize/convert a property to be boolean","apoc.refactor.normalizeAsBoolean(entity :: ANY?, propertyKey :: STRING?, true_values :: LIST? OF ANY?, false_values :: LIST? OF ANY?) :: VOID",null,null,true
procedure,apoc.refactor.rename.label,"apoc.refactor.rename.label(oldLabel, newLabel, [nodes]) | rename a label from 'oldLabel' to 'newLabel' for all nodes. If 'nodes' is provided renaming is applied to this set only","apoc.refactor.rename.label(oldLabel :: STRING?, newLabel :: STRING?, nodes = [] :: LIST? OF NODE?) :: (batches :: INTEGER?, total :: INTEGER?, timeTaken :: INTEGER?, committedOperations :: INTEGER?, failedOperations :: INTEGER?, failedBatches :: INTEGER?, retries :: INTEGER?, errorMessages :: MAP?, batch :: MAP?, operations :: MAP?, constraints :: LIST? OF STRING?, indexes :: LIST? OF STRING?)",null,null,true
procedure,apoc.refactor.rename.nodeProperty,"apoc.refactor.rename.nodeProperty(oldName, newName, [nodes], {config}) | rename all node's property from 'oldName' to 'newName'. If 'nodes' is provided renaming is applied to this set only","apoc.refactor.rename.nodeProperty(oldName :: STRING?, newName :: STRING?, nodes = [] :: LIST? OF NODE?, config = {} :: MAP?) :: (batches :: INTEGER?, total :: INTEGER?, timeTaken :: INTEGER?, committedOperations :: INTEGER?, failedOperations :: INTEGER?, failedBatches :: INTEGER?, retries :: INTEGER?, errorMessages :: MAP?, batch :: MAP?, operations :: MAP?, constraints :: LIST? OF STRING?, indexes :: LIST? OF STRING?)",null,null,true
procedure,apoc.refactor.rename.type,"apoc.refactor.rename.type(oldType, newType, [rels], {config}) | rename all relationships with type 'oldType' to 'newType'. If 'rels' is provided renaming is applied to this set only","apoc.refactor.rename.type(oldType :: STRING?, newType :: STRING?, rels = [] :: LIST? OF RELATIONSHIP?, config = {} :: MAP?) :: (batches :: INTEGER?, total :: INTEGER?, timeTaken :: INTEGER?, committedOperations :: INTEGER?, failedOperations :: INTEGER?, failedBatches :: INTEGER?, retries :: INTEGER?, errorMessages :: MAP?, batch :: MAP?, operations :: MAP?, constraints :: LIST? OF STRING?, indexes :: LIST? OF STRING?)",null,null,true
procedure,apoc.refactor.rename.typeProperty,"apoc.refactor.rename.typeProperty(oldName, newName, [rels], {config}) | rename all relationship's property from 'oldName' to 'newName'. If 'rels' is provided renaming is applied to this set only","apoc.refactor.rename.typeProperty(oldName :: STRING?, newName :: STRING?, rels = [] :: LIST? OF RELATIONSHIP?, config = {} :: MAP?) :: (batches :: INTEGER?, total :: INTEGER?, timeTaken :: INTEGER?, committedOperations :: INTEGER?, failedOperations :: INTEGER?, failedBatches :: INTEGER?, retries :: INTEGER?, errorMessages :: MAP?, batch :: MAP?, operations :: MAP?, constraints :: LIST? OF STRING?, indexes :: LIST? OF STRING?)",null,null,true
procedure,apoc.refactor.setType,"apoc.refactor.setType(rel, 'NEW-TYPE') change relationship-type","apoc.refactor.setType(relationship :: RELATIONSHIP?, newType :: STRING?) :: (input :: INTEGER?, output :: RELATIONSHIP?, error :: STRING?)",null,null,true
procedure,apoc.refactor.to,"  apoc.refactor.to(rel, endNode) redirect relationship to use new end-node","apoc.refactor.to(relationship :: RELATIONSHIP?, newNode :: NODE?) :: (input :: INTEGER?, output :: RELATIONSHIP?, error :: STRING?)",null,null,true
procedure,apoc.schema.assert,"apoc.schema.assert({indexLabel:[[indexKeys]], ...}, {constraintLabel:[constraintKeys], ...}, dropExisting : true) yield label, key, keys, unique, action - drops all other existing indexes and constraints when `dropExisting` is `true` (default is `true`), and asserts that at the end of the operation the given indexes and unique constraints are there, each label:key pair is considered one constraint/label. Non-constraint indexes can define compound indexes with label:[key1,key2...] pairings.","apoc.schema.assert(indexes :: MAP?, constraints :: MAP?, dropExisting = true :: BOOLEAN?) :: (label :: ANY?, key :: STRING?, keys :: LIST? OF STRING?, unique :: BOOLEAN?, action :: STRING?)",null,null,true
procedure,apoc.schema.nodes,"CALL apoc.schema.nodes([config]) yield name, label, properties, status, type","apoc.schema.nodes(config = {} :: MAP?) :: (name :: STRING?, label :: ANY?, properties :: LIST? OF STRING?, status :: STRING?, type :: STRING?, failure :: STRING?, populationProgress :: FLOAT?, size :: INTEGER?, valuesSelectivity :: FLOAT?, userDescription :: STRING?)",null,null,true
procedure,apoc.schema.properties.distinct,"apoc.schema.properties.distinct(label, key) - quickly returns all distinct values for a given key","apoc.schema.properties.distinct(label :: STRING?, key :: STRING?) :: (value :: LIST? OF ANY?)",null,null,true
procedure,apoc.schema.properties.distinctCount,"apoc.schema.properties.distinctCount([label], [key]) YIELD label, key, value, count - quickly returns all distinct values and counts for a given key","apoc.schema.properties.distinctCount(label =  :: STRING?, key =  :: STRING?) :: (label :: STRING?, key :: STRING?, value :: ANY?, count :: INTEGER?)",null,null,true
procedure,apoc.schema.relationships,"CALL apoc.schema.relationships([config]) yield name, startLabel, type, endLabel, properties, status","apoc.schema.relationships(config = {} :: MAP?) :: (name :: STRING?, type :: ANY?, properties :: LIST? OF STRING?, status :: STRING?)",null,null,true
procedure,apoc.search.multiSearchReduced,"Do a parallel search over multiple indexes returning a reduced representation of the nodes found: node id, labels and the searched properties. apoc.search.multiSearchReduced( map of label and properties which will be searched upon, operator: EXACT | CONTAINS | STARTS WITH | ENDS WITH, searchValue ). Multiple search results for the same node are merged into one record.","apoc.search.multiSearchReduced(LabelPropertyMap :: ANY?, operator :: STRING?, value :: STRING?) :: (id :: INTEGER?, labels :: LIST? OF STRING?, values :: MAP?)",null,null,true
procedure,apoc.search.node,"Do a parallel search over multiple indexes returning nodes. usage apoc.search.node( map of label and properties which will be searched upon, operator: EXACT | CONTAINS | STARTS WITH | ENDS WITH, searchValue ) returns all the DISTINCT Nodes found in the different searches.","apoc.search.node(LabelPropertyMap :: ANY?, operator :: STRING?, value :: STRING?) :: (node :: NODE?)",null,null,true
procedure,apoc.search.nodeAll,"Do a parallel search over multiple indexes returning nodes. usage apoc.search.nodeAll( map of label and properties which will be searched upon, operator: EXACT | CONTAINS | STARTS WITH | ENDS WITH, searchValue ) returns all the Nodes found in the different searches.","apoc.search.nodeAll(LabelPropertyMap :: ANY?, operator :: STRING?, value :: STRING?) :: (node :: NODE?)",null,null,true
procedure,apoc.search.nodeAllReduced,"Do a parallel search over multiple indexes returning a reduced representation of the nodes found: node id, labels and the searched property. apoc.search.nodeShortAll( map of label and properties which will be searched upon, operator: EXACT / CONTAINS / STARTS WITH | ENDS WITH / = / <> / < / > ..., value ). All 'hits' are returned.","apoc.search.nodeAllReduced(LabelPropertyMap :: ANY?, operator :: STRING?, value :: ANY?) :: (id :: INTEGER?, labels :: LIST? OF STRING?, values :: MAP?)",null,null,true
procedure,apoc.search.nodeReduced,"Do a parallel search over multiple indexes returning a reduced representation of the nodes found: node id, labels and the searched properties. apoc.search.nodeReduced( map of label and properties which will be searched upon, operator: EXACT | CONTAINS | STARTS WITH | ENDS WITH, searchValue ). Multiple search results for the same node are merged into one record.","apoc.search.nodeReduced(LabelPropertyMap :: ANY?, operator :: STRING?, value :: STRING?) :: (id :: INTEGER?, labels :: LIST? OF STRING?, values :: MAP?)",null,null,true
procedure,apoc.spatial.geocode,"apoc.spatial.geocode('address') YIELD location, latitude, longitude, description, osmData - look up geographic location of address from a geocoding service (the default one is OpenStreetMap)","apoc.spatial.geocode(location :: STRING?, maxResults = 100 :: INTEGER?, quotaException = false :: BOOLEAN?) :: (location :: MAP?, data :: MAP?, latitude :: FLOAT?, longitude :: FLOAT?, description :: STRING?)",null,null,true
procedure,apoc.spatial.geocodeOnce,"apoc.spatial.geocodeOnce('address') YIELD location, latitude, longitude, description, osmData - look up geographic location of address from a geocoding service (the default one is OpenStreetMap)","apoc.spatial.geocodeOnce(location :: STRING?) :: (location :: MAP?, data :: MAP?, latitude :: FLOAT?, longitude :: FLOAT?, description :: STRING?)",null,null,true
procedure,apoc.spatial.reverseGeocode,"apoc.spatial.reverseGeocode(latitude,longitude) YIELD location, latitude, longitude, description - look up address from latitude and longitude from a geocoding service (the default one is OpenStreetMap)","apoc.spatial.reverseGeocode(latitude :: FLOAT?, longitude :: FLOAT?, quotaException = false :: BOOLEAN?) :: (location :: MAP?, data :: MAP?, latitude :: FLOAT?, longitude :: FLOAT?, description :: STRING?)",null,null,true
procedure,apoc.spatial.sortByDistance,apoc.spatial.sortByDistance(List<Path>) sort the given paths based on the geo informations (lat/long) in ascending order,"apoc.spatial.sortByDistance(paths :: LIST? OF PATH?) :: (path :: PATH?, distance :: FLOAT?)",null,null,true
procedure,apoc.static.get,apoc.static.get(name) - returns statically stored value from config (apoc.static.<key>) or server lifetime storage,apoc.static.get(key :: STRING?) :: (value :: ANY?),null,null,false
procedure,apoc.static.list,apoc.static.list(prefix) - returns statically stored values from config (apoc.static.<prefix>.*) or server lifetime storage,"apoc.static.list(prefix :: STRING?) :: (key :: STRING?, value :: ANY?)",null,null,false
procedure,apoc.static.set,"apoc.static.set(name, value) - stores value under key for server lifetime storage, returns previously stored or configured value","apoc.static.set(key :: STRING?, value :: ANY?) :: (value :: ANY?)",null,null,false
procedure,apoc.stats.degrees,"","apoc.stats.degrees(types =  :: STRING?) :: (type :: STRING?, direction :: STRING?, total :: INTEGER?, p50 :: INTEGER?, p75 :: INTEGER?, p90 :: INTEGER?, p95 :: INTEGER?, p99 :: INTEGER?, p999 :: INTEGER?, max :: INTEGER?, min :: INTEGER?, mean :: FLOAT?)",null,null,true
procedure,apoc.systemdb.execute,"","apoc.systemdb.execute(DDL commands, either a string or a list of strings :: ANY?, params = {} :: MAP?) :: (row :: MAP?)",null,null,false
procedure,apoc.systemdb.graph,"","apoc.systemdb.graph() :: (nodes :: LIST? OF NODE?, relationships :: LIST? OF RELATIONSHIP?)",null,null,false
procedure,apoc.text.doubleMetaphone,apoc.text.doubleMetaphone(value) yield value - Compute the Double Metaphone phonetic encoding of all words of the text value which can be a single string or a list of strings,apoc.text.doubleMetaphone(value :: ANY?) :: (value :: STRING?),null,null,true
procedure,apoc.text.phonetic,apoc.text.phonetic(value) yield value - Compute the US_ENGLISH phonetic soundex encoding of all words of the text value which can be a single string or a list of strings,apoc.text.phonetic(value :: ANY?) :: (value :: STRING?),null,null,true
procedure,apoc.text.phoneticDelta,"apoc.text.phoneticDelta(text1, text2) yield phonetic1, phonetic2, delta - Compute the US_ENGLISH soundex character difference between two given strings","apoc.text.phoneticDelta(text1 :: STRING?, text2 :: STRING?) :: (phonetic1 :: STRING?, phonetic2 :: STRING?, delta :: INTEGER?)",null,null,true
procedure,apoc.trigger.add,"add a trigger kernelTransaction under a name, in the kernelTransaction you can use {createdNodes}, {deletedNodes} etc., the selector is {phase:'before/after/rollback/afterAsync'} returns previous and new trigger information. Takes in an optional configuration.","apoc.trigger.add(name :: STRING?, kernelTransaction :: STRING?, selector :: MAP?, config = {} :: MAP?) :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.trigger.list,list all installed triggers,"apoc.trigger.list() :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.trigger.pause,CALL apoc.trigger.pause(name) | it pauses the trigger,"apoc.trigger.pause(name :: STRING?) :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.trigger.remove,"remove previously added trigger, returns trigger information","apoc.trigger.remove(name :: STRING?) :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.trigger.removeAll,"removes all previously added trigger, returns trigger information","apoc.trigger.removeAll() :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.trigger.resume,CALL apoc.trigger.resume(name) | it resumes the paused trigger,"apoc.trigger.resume(name :: STRING?) :: (name :: STRING?, query :: STRING?, selector :: MAP?, params :: MAP?, installed :: BOOLEAN?, paused :: BOOLEAN?)",null,null,true
procedure,apoc.ttl.expire,"CALL apoc.ttl.expire(node,time,'time-unit') - expire node at specified time by setting :TTL label and `ttl` property","apoc.ttl.expire(node :: NODE?, time :: INTEGER?, timeUnit :: STRING?) :: VOID",null,null,false
procedure,apoc.ttl.expireIn,"CALL apoc.ttl.expireIn(node,timeDelta,'time-unit') - expire node after specified length of time time by setting :TTL label and `ttl` property","apoc.ttl.expireIn(node :: NODE?, timeDelta :: INTEGER?, timeUnit :: STRING?) :: VOID",null,null,false
procedure,apoc.util.sleep,"apoc.util.sleep(<duration>) | sleeps for <duration> millis, transaction termination is honored",apoc.util.sleep(duration :: INTEGER?) :: VOID,null,null,true
procedure,apoc.util.validate,"apoc.util.validate(predicate, message, params) | if the predicate yields to true raise an exception","apoc.util.validate(predicate :: BOOLEAN?, message :: STRING?, params :: LIST? OF ANY?) :: VOID",null,null,true
procedure,apoc.uuid.install,"CALL apoc.uuid.install(label, {addToExistingNodes: true/false, uuidProperty: 'uuid'}) yield label, installed, properties, batchComputationResult | it will add the uuid transaction handler
for the provided `label` and `uuidProperty`, in case the UUID handler is already present it will be replaced by the new one","apoc.uuid.install(label :: STRING?, config = {} :: MAP?) :: (batchComputationResult :: MAP?, label :: STRING?, installed :: BOOLEAN?, properties :: MAP?)",null,null,false
procedure,apoc.uuid.list,"CALL apoc.uuid.list() yield label, installed, properties | provides a list of all the uuid handlers installed with the related configuration","apoc.uuid.list() :: (label :: STRING?, installed :: BOOLEAN?, properties :: MAP?)",null,null,false
procedure,apoc.uuid.remove,"CALL apoc.uuid.remove(label) yield label, installed, properties | remove previously added uuid handler and returns uuid information. All the existing uuid properties are left as-is","apoc.uuid.remove(label :: STRING?) :: (label :: STRING?, installed :: BOOLEAN?, properties :: MAP?)",null,null,false
procedure,apoc.uuid.removeAll,"CALL apoc.uuid.removeAll() yield label, installed, properties | it removes all previously added uuid handlers and returns uuids information. All the existing uuid properties are left as-is","apoc.uuid.removeAll() :: (label :: STRING?, installed :: BOOLEAN?, properties :: MAP?)",null,null,false
procedure,apoc.warmup.run,"apoc.warmup.run(loadProperties=false,loadDynamicProperties=false,loadIndexes=false) - quickly loads all nodes and rels into memory by skipping one page at a time","apoc.warmup.run(loadProperties = false :: BOOLEAN?, loadDynamicProperties = false :: BOOLEAN?, loadIndexes = false :: BOOLEAN?) :: (pageSize :: INTEGER?, totalTime :: INTEGER?, transactionWasTerminated :: BOOLEAN?, nodesPerPage :: INTEGER?, nodesTotal :: INTEGER?, nodePages :: INTEGER?, nodesTime :: INTEGER?, relsPerPage :: INTEGER?, relsTotal :: INTEGER?, relPages :: INTEGER?, relsTime :: INTEGER?, relGroupsPerPage :: INTEGER?, relGroupsTotal :: INTEGER?, relGroupPages :: INTEGER?, relGroupsTime :: INTEGER?, propertiesLoaded :: BOOLEAN?, dynamicPropertiesLoaded :: BOOLEAN?, propsPerPage :: INTEGER?, propRecordsTotal :: INTEGER?, propPages :: INTEGER?, propsTime :: INTEGER?, stringPropsPerPage :: INTEGER?, stringPropRecordsTotal :: INTEGER?, stringPropPages :: INTEGER?, stringPropsTime :: INTEGER?, arrayPropsPerPage :: INTEGER?, arrayPropRecordsTotal :: INTEGER?, arrayPropPages :: INTEGER?, arrayPropsTime :: INTEGER?, indexesLoaded :: BOOLEAN?, indexPages :: INTEGER?, indexTime :: INTEGER?)",null,null,true
procedure,apoc.when,"apoc.when(condition, ifQuery, elseQuery:'', params:{}) yield value - based on the conditional, executes read-only ifQuery or elseQuery with the given parameters","apoc.when(condition :: BOOLEAN?, ifQuery :: STRING?, elseQuery =  :: STRING?, params = {} :: MAP?) :: (value :: MAP?)",null,null,true
procedure,apoc.xml.import,Deprecated by apoc.import.xml,"apoc.xml.import(url :: STRING?, config = {} :: MAP?) :: (node :: NODE?)",null,null,true
function,apoc.agg.first,apoc.agg.first(value) - returns first value,apoc.agg.first(value :: ANY?) :: (ANY?),null,null,true
function,apoc.agg.graph,"apoc.agg.graph(path) - returns map of graph {nodes, relationships} of all distinct nodes and relationships",apoc.agg.graph(element :: ANY?) :: (MAP?),null,null,true
function,apoc.agg.last,apoc.agg.last(value) - returns last value,apoc.agg.last(value :: ANY?) :: (ANY?),null,null,true
function,apoc.agg.maxItems,"apoc.agg.maxItems(item, value, groupLimit: -1) - returns a map {items:[], value:n} where `value` is the maximum value present, and `items` are all items with the same value. The number of items can be optionally limited.","apoc.agg.maxItems(item :: ANY?, value :: ANY?, groupLimit = -1 :: INTEGER?) :: (ANY?)",null,null,true
function,apoc.agg.median,apoc.agg.median(number) - returns median for non-null numeric values,apoc.agg.median(value :: ANY?) :: (ANY?),null,null,true
function,apoc.agg.minItems,"apoc.agg.minItems(item, value, groupLimit: -1) - returns a map {items:[], value:n} where `value` is the minimum value present, and `items` are all items with the same value. The number of items can be optionally limited.","apoc.agg.minItems(item :: ANY?, value :: ANY?, groupLimit = -1 :: INTEGER?) :: (ANY?)",null,null,true
function,apoc.agg.nth,"apoc.agg.nth(value,offset) - returns value of nth row (or -1 for last)","apoc.agg.nth(value :: ANY?, value :: INTEGER?) :: (ANY?)",null,null,true
function,apoc.agg.percentiles,"apoc.agg.percentiles(value,[percentiles = 0.5,0.75,0.9,0.95,0.99]) - returns given percentiles for values","apoc.agg.percentiles(value :: NUMBER?, percentiles = [0.5, 0.75, 0.9, 0.95, 0.99] :: LIST? OF FLOAT?) :: (LIST? OF ANY?)",null,null,true
function,apoc.agg.product,apoc.agg.product(number) - returns given product for non-null values,apoc.agg.product(number :: NUMBER?) :: (NUMBER?),null,null,true
function,apoc.agg.slice,"apoc.agg.slice(value, start, length) - returns subset of non-null values, start is 0 based and length can be -1","apoc.agg.slice(value :: ANY?, from = 0 :: INTEGER?, to = -1 :: INTEGER?) :: (LIST? OF ANY?)",null,null,true
function,apoc.agg.statistics,"apoc.agg.statistics(value,[percentiles = 0.5,0.75,0.9,0.95,0.99]) - returns numeric statistics (percentiles, min,minNonZero,max,total,mean,stdev) for values","apoc.agg.statistics(value :: NUMBER?, percentiles = [0.5, 0.75, 0.9, 0.95, 0.99] :: LIST? OF FLOAT?) :: (MAP?)",null,null,true
function,apoc.any.properties,"returns properties for virtual and real, nodes, rels and maps","apoc.any.properties(thing :: ANY?, keys = null :: LIST? OF STRING?) :: (MAP?)",null,null,true
function,apoc.any.property,"returns property for virtual and real, nodes, rels and maps","apoc.any.property(thing :: ANY?, key :: STRING?) :: (ANY?)",null,null,true
function,apoc.bitwise.op,"apoc.bitwise.op(60,'|',13) bitwise operations a & b, a | b, a ^ b, ~a, a >> b, a >>> b, a << b. returns the result of the bitwise operation","apoc.bitwise.op(a :: INTEGER?, operator :: STRING?, b :: INTEGER?) :: (INTEGER?)",null,null,true
function,apoc.coll.avg,"apoc.coll.avg([0.5,1,2.3])",apoc.coll.avg(numbers :: LIST? OF NUMBER?) :: (FLOAT?),null,null,true
function,apoc.coll.combinations,"apoc.coll.combinations(coll, minSelect, maxSelect:minSelect) - Returns collection of all combinations of list elements of selection size between minSelect and maxSelect (default:minSelect), inclusive","apoc.coll.combinations(coll :: LIST? OF ANY?, minSelect :: INTEGER?, maxSelect = -1 :: INTEGER?) :: (LIST? OF ANY?)",null,null,true
function,apoc.coll.contains,"apoc.coll.contains(coll, value) optimized contains operation (using a HashSet) (returns single row or not)","apoc.coll.contains(coll :: LIST? OF ANY?, value :: ANY?) :: (BOOLEAN?)",null,null,true
function,apoc.coll.containsAll,"apoc.coll.containsAll(coll, values) optimized contains-all operation (using a HashSet) (returns single row or not)","apoc.coll.containsAll(coll :: LIST? OF ANY?, values :: LIST? OF ANY?) :: (BOOLEAN?)",null,null,true
function,apoc.coll.containsAllSorted,"apoc.coll.containsAllSorted(coll, value) optimized contains-all on a sorted list operation (Collections.binarySearch) (returns single row or not)","apoc.coll.containsAllSorted(coll :: LIST? OF ANY?, values :: LIST? OF ANY?) :: (BOOLEAN?)",null,null,true
function,apoc.coll.containsDuplicates,apoc.coll.containsDuplicates(coll) - returns true if a collection contains duplicate elements,apoc.coll.containsDuplicates(coll :: LIST? OF ANY?) :: (BOOLEAN?),null,null,true
function,apoc.coll.containsSorted,"apoc.coll.containsSorted(coll, value) optimized contains on a sorted list operation (Collections.binarySearch) (returns single row or not)","apoc.coll.containsSorted(coll :: LIST? OF ANY?, value :: ANY?) :: (BOOLEAN?)",null,null,true
function,apoc.coll.different,apoc.coll.different(values) - returns true if values are different,apoc.coll.different(values :: LIST? OF ANY?) :: (BOOLEAN?),null,null,true
function,apoc.coll.disjunction,"apoc.coll.disjunction(first, second) - returns the disjunct set of the two lists","apoc.coll.disjunction(first :: LIST? OF ANY?, second :: LIST? OF ANY?) :: (LIST? OF ANY?)",null,null,true
function,apoc.coll.dropDuplicateNeighbors,apoc.coll.dropDuplicateNeighbors(list) - remove duplicate consecutive objects in a list,apoc.coll.dropDuplicateNeighbors(list :: LIST? OF ANY?) :: (LIST? OF ANY?),null,null,true
function,apoc.coll.duplicates,apoc.coll.duplicates(coll) - returns a list of duplicate items in the collection,apoc.coll.duplicates(coll :: LIST? OF ANY?) :: (LIST? OF ANY?),null,null,true
function,apoc.coll.duplicatesWithCount,"apoc.coll.duplicatesWithCount(coll) - returns a list of duplicate items in the collection and their count, keyed by `item` and `count` (e.g., `[{item: xyz, count:2}, {item:zyx, count:5}]`)",apoc.coll.duplicatesWithCount(coll :: LIST? OF ANY?) :: (LIST? OF ANY?),null,null,true
function,apoc.coll.fill,"apoc.coll.fill(item, count) - returns a list with the given count of items","apoc.coll.fill(item :: STRING?, count :: INTEGER?) :: (LIST? OF ANY?)",null,null,true
function,apoc.coll.flatten,"apoc.coll.flatten(coll, [recursive]) - flattens list (nested if recursive is true)","apoc.coll.flatten(coll :: LIST? OF ANY?, recursive = false :: BOOLEAN?) :: (LIST? OF ANY?)",null,null,true
function,apoc.coll.frequencies,"apoc.coll.frequencies(coll) - returns a list of frequencies of the items in the collection, keyed by `item` and `count` (e.g., `[{item: xyz, count:2}, {item:zyx, count:5}, {item:abc, count:1}]`)",apoc.coll.frequencies(coll :: LIST? OF ANY?) :: (LIST? OF ANY?),null,null,true
function,apoc.coll.frequenciesAsMap,"apoc.coll.frequenciesAsMap(coll) - return a map of frequencies of the items in the collection, key `item`, value `count` (e.g., `{1:2, 2:1}`)",apoc.coll.frequenciesAsMap(coll :: LIST? OF ANY?) :: (MAP?),null,null,true
function,apoc.coll.indexOf,"apoc.coll.indexOf(coll, value) | position of value in the list","apoc.coll.indexOf(coll :: LIST? OF ANY?, value :: ANY?) :: (INTEGER?)",null,null,true
